StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Coder ID,Post ID,Attribution Presence,Number Attributions,Attribution1,Attribution2,Attribution3,Attribution4,Attribution5,Attribution6,Attribution7,AttributionOther
2025-04-22 14:56:52,2025-04-22 15:27:11,IP Address,146.50.203.42,100,1818,True,2025-04-22 15:27:12,R_8kchc4ZNv5q4RFf,,,,,52.3759,4.8975,anonymous,EN,Luke,1,No,,,,,,,,,
2025-04-22 15:27:13,2025-04-22 15:28:02,IP Address,146.50.203.42,100,49,True,2025-04-22 15:28:02,R_8sRDGUx2YvKZjG1,,,,,52.3759,4.8975,anonymous,EN,Luke,2,No,,,,,,,,,
2025-04-22 15:26:58,2025-04-22 15:31:37,IP Address,145.109.58.140,100,278,True,2025-04-22 15:31:37,R_8CJZZmX4vU84jtZ,,,,,52.352,4.9392,anonymous,EN,Mare,3,Yes,2,Donald Trump delivered the American Dream,President Trump is delivering the American Dream,,,,,,
2025-04-22 15:31:39,2025-04-22 15:31:54,IP Address,145.109.58.140,100,15,True,2025-04-22 15:31:55,R_8r0aLgkWykKXohg,,,,,52.352,4.9392,anonymous,EN,Mare,4,No,,,,,,,,,
2025-04-22 15:31:56,2025-04-22 15:40:55,IP Address,145.109.58.140,100,538,True,2025-04-22 15:40:55,R_28U16p2TdUU59KC,,,,,52.352,4.9392,anonymous,EN,Mare,5,No,,,,,,,,,
2025-04-22 15:40:57,2025-04-22 15:41:02,IP Address,145.109.58.140,100,5,True,2025-04-22 15:41:02,R_2DD3qDt159Nq4ft,,,,,52.352,4.9392,anonymous,EN,Mare,6,No,,,,,,,,,
2025-04-22 15:41:04,2025-04-22 15:41:21,IP Address,145.109.58.140,100,17,True,2025-04-22 15:41:22,R_8waj4MiIrn7EvtC,,,,,52.352,4.9392,anonymous,EN,Mare,7,No,,,,,,,,,
2025-04-22 15:28:14,2025-04-22 15:41:51,IP Address,146.50.203.42,100,817,True,2025-04-22 15:41:51,R_2TAlucM7ziEBUeZ,,,,,52.3759,4.8975,anonymous,EN,Luke,3,Yes,2,Donald Trump delivered the American Dream,President Trump is delivering the American Dream,,,,,,
2025-04-22 15:41:54,2025-04-22 15:42:09,IP Address,146.50.203.42,100,14,True,2025-04-22 15:42:09,R_8z7x3iMqIl5u4T9,,,,,52.3759,4.8975,anonymous,EN,Luke,4,No,,,,,,,,,
2025-04-22 15:42:23,2025-04-22 15:43:09,IP Address,146.50.203.42,100,45,True,2025-04-22 15:43:09,R_8KpT3I6n5lJHqWf,,,,,52.3759,4.8975,anonymous,EN,Luke,5,No,,,,,,,,,
2025-04-22 15:43:11,2025-04-22 15:43:22,IP Address,146.50.203.42,100,11,True,2025-04-22 15:43:22,R_2EZWcbyQJUw0GvD,,,,,52.3759,4.8975,anonymous,EN,Luke,6,No,,,,,,,,,
2025-04-22 15:43:23,2025-04-22 15:43:48,IP Address,146.50.203.42,100,24,True,2025-04-22 15:43:48,R_2KXrvCPAGLRRd4t,,,,,52.3759,4.8975,anonymous,EN,Luke,7,No,,,,,,,,,
2025-04-22 15:43:50,2025-04-22 15:45:11,IP Address,146.50.203.42,100,81,True,2025-04-22 15:45:12,R_8F23OE7l3qmXyDJ,,,,,52.3759,4.8975,anonymous,EN,Luke,8,No,,,,,,,,,
2025-04-22 15:41:24,2025-04-22 15:45:12,IP Address,145.109.58.140,100,228,True,2025-04-22 15:45:12,R_8cyKeI1FSTMz7e9,,,,,52.352,4.9392,anonymous,EN,Mare,8,Yes,1,"Actually, we have done a far better job in that our facilities are cleaner and better run than were the facilities under Obama.",,,,,,,
2025-04-22 15:45:13,2025-04-22 15:46:30,IP Address,146.50.203.42,100,76,True,2025-04-22 15:46:30,R_2jK9XKOTxhuLzBS,,,,,52.3759,4.8975,anonymous,EN,Luke,9,No,,,,,,,,,
2025-04-22 15:46:34,2025-04-22 15:49:23,IP Address,146.50.203.42,100,169,True,2025-04-22 15:49:24,R_2Q451Jcosyaxzgt,,,,,52.3759,4.8975,anonymous,EN,Luke,10,No,,,,,,,,,
2025-04-22 15:49:28,2025-04-22 15:49:58,IP Address,146.50.203.42,100,30,True,2025-04-22 15:49:58,R_2BtXbFr90ZnbIHW,,,,,52.3759,4.8975,anonymous,EN,Luke,11,No,,,,,,,,,
2025-04-22 15:45:14,2025-04-22 15:51:18,IP Address,145.109.58.140,100,364,True,2025-04-22 15:51:18,R_8Spp3g7d83GaJ1L,,,,,52.352,4.9392,anonymous,EN,Mare,10,Yes,1,lawsuit filed by the DNC and a bunch of Democrat crazies trying to claim the Trump Campaign (and others),,,,,,,
2025-04-22 14:55:44,2025-04-22 15:51:29,IP Address,146.50.205.31,100,3344,True,2025-04-22 15:51:29,R_20bJQfOf89Is7WF,,,,,52.3766,4.835,anonymous,EN,Francesco,14,Yes,1,"...they don’t care about security and R’s do. Zero Dems voted to support the Goodlatte Bill. ",,,,,,,
2025-04-22 15:50:00,2025-04-22 15:51:30,IP Address,146.50.203.42,100,90,True,2025-04-22 15:51:30,R_2fYN61eXkGu4GNb,,,,,52.3759,4.8975,anonymous,EN,Luke,12,Yes,1,"If the Democrats take control, kiss your newfound wealth goodbye!",,,,,,,
2025-04-22 15:51:29,2025-04-22 15:51:34,IP Address,145.109.58.140,100,4,True,2025-04-22 15:51:34,R_2POe3u4KYKHsfnj,,,,,52.352,4.9392,anonymous,EN,Mare,11,No,,,,,,,,,
2025-04-22 15:51:40,2025-04-22 15:53:28,IP Address,145.109.58.140,100,108,True,2025-04-22 15:53:29,R_8jqTbStwESDrA51,,,,,52.352,4.9392,anonymous,EN,Mare,12,Yes,1,"If the Democrats take control, kiss your newfound wealth goodbye!",,,,,,,
2025-04-22 15:51:30,2025-04-22 15:53:40,IP Address,146.50.205.31,100,130,True,2025-04-22 15:53:41,R_2EyIw59jNUVyRXE,,,,,52.3766,4.835,anonymous,EN,Francesco,15,Yes,1,... the whole FISA scam which led to the rigged Mueller Witch Hunt!,,,,,,,
2025-04-22 15:51:32,2025-04-22 15:53:44,IP Address,146.50.203.42,100,132,True,2025-04-22 15:53:44,R_8tbxXjIDgabfA3U,,,,,52.3759,4.8975,anonymous,EN,Luke,13,Yes,1,"what it is that would make business (jobs) even better in the U.S. “Stop quarterly reporting &, go to a six month system,” said one. That would allow greater flexibility &, save money. I have asked the SEC to study!",,,,,,,
2025-04-22 15:53:30,2025-04-22 15:54:07,IP Address,145.109.58.140,100,36,True,2025-04-22 15:54:07,R_5HnfJ9ENqqYnsm5,,,,,52.352,4.9392,anonymous,EN,Mare,13,No,,,,,,,,,
2025-04-22 15:53:46,2025-04-22 15:54:34,IP Address,146.50.203.42,100,48,True,2025-04-22 15:54:35,R_1tDami6SH37bhVK,,,,,52.3759,4.8975,anonymous,EN,Luke,14,No,,,,,,,,,
2025-04-22 15:55:22,2025-04-22 15:55:30,IP Address,145.109.58.140,100,7,True,2025-04-22 15:55:30,R_6sZ7LnzoDko80Bo,,,,,52.352,4.9392,anonymous,EN,Mare,14,No,,,,,,,,,
2025-04-22 15:53:41,2025-04-22 15:55:32,IP Address,146.50.205.31,100,110,True,2025-04-22 15:55:32,R_5PAlwzHodzCVIff,,,,,52.3766,4.835,anonymous,EN,Francesco,16,No,,,,,,,,,
2025-04-22 15:55:34,2025-04-22 15:55:44,IP Address,146.50.205.31,100,10,True,2025-04-22 15:55:45,R_7P28uTFHyCMvIDA,,,,,52.3766,4.835,anonymous,EN,Francesco,17,No,,,,,,,,,
2025-04-22 15:56:49,2025-04-22 15:57:52,IP Address,145.109.58.140,100,62,True,2025-04-22 15:57:52,R_5hgcoyIJL1TGLyZ,,,,,52.352,4.9392,anonymous,EN,Mare,15,Yes,1,On the whole FISA scam which led to the rigged Mueller Witch Hunt!,,,,,,,
2025-04-22 15:55:46,2025-04-22 15:58:00,IP Address,146.50.205.31,100,134,True,2025-04-22 15:58:01,R_77YIXhHIopuWTAd,,,,,52.3766,4.835,anonymous,EN,Francesco,18,No,,,,,,,,,
2025-04-22 15:54:36,2025-04-22 15:58:49,IP Address,146.50.203.42,100,253,True,2025-04-22 15:58:49,R_3IXkLk5pnDLzG4y,,,,,52.3759,4.8975,anonymous,EN,Luke,15,Yes,3,the people who gave it ....this could never happen. This is so bad,"said this could never happen. This is so bad ... the judges who signed off on this stuff,"," On the whole FISA scam which led to the rigged Mueller Witch Hunt",,,,,
2025-04-22 15:58:51,2025-04-22 15:59:43,IP Address,146.50.203.42,100,52,True,2025-04-22 15:59:44,R_3q3ZnsCxc5EAnfL,,,,,52.3759,4.8975,anonymous,EN,Luke,16,No,,,,,,,,,
2025-04-22 15:58:02,2025-04-22 15:59:55,IP Address,146.50.205.31,100,113,True,2025-04-22 15:59:56,R_3D0GSV1gvQ4qOFH,,,,,52.3766,4.835,anonymous,EN,Francesco,19,No,,,,,,,,,
2025-04-22 15:59:45,2025-04-22 15:59:58,IP Address,146.50.203.42,100,13,True,2025-04-22 15:59:59,R_7B56fu6jWbrU9GO,,,,,52.3759,4.8975,anonymous,EN,Luke,17,No,,,,,,,,,
2025-04-22 15:59:59,2025-04-22 16:00:04,IP Address,145.109.58.140,100,4,True,2025-04-22 16:00:04,R_6Q5rHiZj4d6T3ZT,,,,,52.352,4.9392,anonymous,EN,Mare,16,No,,,,,,,,,
2025-04-22 16:00:06,2025-04-22 16:00:11,IP Address,145.109.58.140,100,4,True,2025-04-22 16:00:11,R_7CEBwAh8DAfmQOq,,,,,52.352,4.9392,anonymous,EN,Mare,17,No,,,,,,,,,
2025-04-22 16:00:47,2025-04-22 16:01:41,IP Address,146.50.203.42,100,53,True,2025-04-22 16:01:41,R_3obxQcduHJYrOeg,,,,,52.3759,4.8975,anonymous,EN,Luke,18,Yes,1,They’ve all betrayed the American people with a political agenda.,,,,,,,
2025-04-22 16:02:10,2025-04-22 16:02:21,IP Address,146.50.203.42,100,11,True,2025-04-22 16:02:22,R_8Dqrv9swR451dT3,,,,,52.3759,4.8975,anonymous,EN,Luke,19,No,,,,,,,,,
2025-04-22 16:02:38,2025-04-22 16:02:43,IP Address,145.109.58.140,100,4,True,2025-04-22 16:02:43,R_8r6ZOn4h6pQQbg5,,,,,52.352,4.9392,anonymous,EN,Mare,18,No,,,,,,,,,
2025-04-22 15:59:57,2025-04-22 16:02:50,IP Address,146.50.205.31,100,173,True,2025-04-22 16:02:50,R_7fybGnDhgLFX7BD,,,,,52.3766,4.835,anonymous,EN,Francesco,20,Yes,1,"... we can’t properly secure the Border because of the Democrats historic level of Obstruction... ",,,,,,,
2025-04-22 16:02:23,2025-04-22 16:03:10,IP Address,146.50.203.42,100,46,True,2025-04-22 16:03:10,R_8UxctW68VLP7tQJ,,,,,52.3759,4.8975,anonymous,EN,Luke,20,Yes,1,is we can’t properly secure the Border because of the Democrats historic level of Obstruction,,,,,,,
2025-04-22 16:03:32,2025-04-22 16:03:38,IP Address,145.109.58.140,100,5,True,2025-04-22 16:03:38,R_7OLALE4W1rZN6dH,,,,,52.352,4.9392,anonymous,EN,Mare,19,No,,,,,,,,,
2025-04-22 16:03:21,2025-04-22 16:04:11,IP Address,146.50.203.42,100,50,True,2025-04-22 16:04:12,R_2GvURdc80oXbv3W,,,,,52.3759,4.8975,anonymous,EN,Luke,21,No,,,,,,,,,
2025-04-22 16:04:16,2025-04-22 16:04:21,IP Address,146.50.203.42,100,4,True,2025-04-22 16:04:21,R_1qVf1wB2AHnDtfc,,,,,52.3759,4.8975,anonymous,EN,Luke,22,No,,,,,,,,,
2025-04-22 16:03:52,2025-04-22 16:05:07,IP Address,145.109.58.140,100,74,True,2025-04-22 16:05:08,R_76g9GIgm5GPKzun,,,,,52.352,4.9392,anonymous,EN,Mare,20,Yes,1,"""The thing that’s lacking is we can’t properly secure the Border because of the Democrats historic level of Obstruction.” Senator David Perdue of Georgia.",,,,,,,
2025-04-22 16:04:53,2025-04-22 16:05:30,IP Address,146.50.203.42,100,36,True,2025-04-22 16:05:30,R_1DWUlFvflAazv9v,,,,,52.3759,4.8975,anonymous,EN,Luke,23,Yes,1,"Robert De Niro, a very Low IQ individual, has received too many shots to the head by real boxers in movies. I watched him last night and truly believe he may be “punch-drunk.",,,,,,,
2025-04-22 16:02:51,2025-04-22 16:05:34,IP Address,146.50.205.31,100,162,True,2025-04-22 16:05:34,R_1cbpQBFmNuZRaIp,,,,,52.3766,4.835,anonymous,EN,Francesco,21,No,,,,,,,,,
2025-04-22 16:05:37,2025-04-22 16:06:21,IP Address,146.50.203.42,100,44,True,2025-04-22 16:06:21,R_58G7bADNTtcwin2,,,,,52.3759,4.8975,anonymous,EN,Luke,24,No,,,,,,,,,
2025-04-22 16:06:22,2025-04-22 16:06:33,IP Address,146.50.203.42,100,11,True,2025-04-22 16:06:34,R_3xMmhOPgO0XjfEd,,,,,52.3759,4.8975,anonymous,EN,Luke,25,No,,,,,,,,,
2025-04-22 16:06:44,2025-04-22 16:06:50,IP Address,145.109.58.140,100,5,True,2025-04-22 16:06:50,R_347WtG9cl67Vxma,,,,,52.352,4.9392,anonymous,EN,Mare,21,No,,,,,,,,,
2025-04-22 16:07:17,2025-04-22 16:07:29,IP Address,145.109.58.140,100,12,True,2025-04-22 16:07:30,R_6f9x5Rpri0iHx6W,,,,,52.352,4.9392,anonymous,EN,Mare,22,No,,,,,,,,,
2025-04-22 16:06:49,2025-04-22 16:08:00,IP Address,146.50.203.42,100,71,True,2025-04-22 16:08:00,R_7QY9TDu7EnlYwdX,,,,,52.3759,4.8975,anonymous,EN,Luke,26,Yes,1,We have accomplished an economic turnaround of HISTORIC proportions!,,,,,,,
2025-04-22 16:08:02,2025-04-22 16:08:11,IP Address,146.50.203.42,100,9,True,2025-04-22 16:08:12,R_1lortO0toXocgdq,,,,,52.3759,4.8975,anonymous,EN,Luke,27,No,,,,,,,,,
2025-04-22 16:08:37,2025-04-22 16:08:42,IP Address,145.109.58.140,100,4,True,2025-04-22 16:08:43,R_5PMMcsql8YYEfEG,,,,,52.352,4.9392,anonymous,EN,Mare,23,No,,,,,,,,,
2025-04-22 16:08:39,2025-04-22 16:08:48,IP Address,146.50.203.42,100,9,True,2025-04-22 16:08:49,R_62Mtt8iVSWNAgb5,,,,,52.3759,4.8975,anonymous,EN,Luke,28,No,,,,,,,,,
2025-04-22 16:09:19,2025-04-22 16:09:25,IP Address,145.109.58.140,100,5,True,2025-04-22 16:09:25,R_5IN8Wng2dvyCbJQ,,,,,52.352,4.9392,anonymous,EN,Mare,24,No,,,,,,,,,
2025-04-22 16:09:34,2025-04-22 16:09:40,IP Address,145.109.58.140,100,5,True,2025-04-22 16:09:40,R_7N97xOSn0j16wIZ,,,,,52.352,4.9392,anonymous,EN,Mare,25,No,,,,,,,,,
2025-04-22 16:09:23,2025-04-22 16:10:12,IP Address,146.50.203.42,100,48,True,2025-04-22 16:10:12,R_3Rm9qMfy5hVmA6U,,,,,52.3759,4.8975,anonymous,EN,Luke,29,No,,,,,,,,,
2025-04-22 16:05:36,2025-04-22 16:10:12,IP Address,146.50.205.31,100,276,True,2025-04-22 16:10:12,R_5CIdg7WPBbwxNge,,,,,52.3766,4.835,anonymous,EN,Francesco,23,Yes,1,"Robert De Niro, a very Low IQ individual, has received too many shots to the head by real boxers in movies... I truly believe he may be “punch-drunk.”",,,,,,,
2025-04-22 16:10:16,2025-04-22 16:10:29,IP Address,146.50.203.42,100,13,True,2025-04-22 16:10:30,R_60VsZnobnDMOoc3,,,,,52.3759,4.8975,anonymous,EN,Luke,30,No,,,,,,,,,
2025-04-22 16:10:31,2025-04-22 16:10:48,IP Address,146.50.203.42,100,17,True,2025-04-22 16:10:49,R_7COHreAhLVQPzAU,,,,,52.3759,4.8975,anonymous,EN,Luke,31,No,,,,,,,,,
2025-04-22 16:10:33,2025-04-22 16:11:18,IP Address,145.109.58.140,100,45,True,2025-04-22 16:11:19,R_3sYboZxfWcRA8dk,,,,,52.352,4.9392,anonymous,EN,Mare,26,Yes,1,"We have accomplished an economic turnaround of HISTORIC proportions! ",,,,,,,
2025-04-22 16:10:14,2025-04-22 16:11:26,IP Address,146.50.205.31,100,72,True,2025-04-22 16:11:26,R_6GtHPFUuppGygQ9,,,,,52.3766,4.835,anonymous,EN,Francesco,24,No,,,,,,,,,
2025-04-22 16:11:25,2025-04-22 16:11:30,IP Address,145.109.58.140,100,4,True,2025-04-22 16:11:30,R_5OVJfPNysmuzuwc,,,,,52.352,4.9392,anonymous,EN,Mare,27,No,,,,,,,,,
2025-04-22 16:11:49,2025-04-22 16:12:03,IP Address,146.50.203.42,100,14,True,2025-04-22 16:12:04,R_6RjuQljF2AZHlBr,,,,,52.3759,4.8975,anonymous,EN,Luke,32,No,,,,,,,,,
2025-04-22 16:12:05,2025-04-22 16:12:22,IP Address,146.50.203.42,100,16,True,2025-04-22 16:12:23,R_70TOfYBKEyiCt5T,,,,,52.3759,4.8975,anonymous,EN,Luke,33,No,,,,,,,,,
2025-04-22 16:11:28,2025-04-22 16:12:26,IP Address,146.50.205.31,100,58,True,2025-04-22 16:12:26,R_5gDFRf7h90SmEHn,,,,,52.3766,4.835,anonymous,EN,Francesco,25,No,,,,,,,,,
2025-04-22 16:12:24,2025-04-22 16:12:42,IP Address,146.50.203.42,100,17,True,2025-04-22 16:12:42,R_7owpCv0e9aaBswE,,,,,52.3759,4.8975,anonymous,EN,Luke,34,No,,,,,,,,,
2025-04-22 16:12:39,2025-04-22 16:12:43,IP Address,145.109.58.140,100,4,True,2025-04-22 16:12:44,R_7ke8V23CbnWDWtL,,,,,52.352,4.9392,anonymous,EN,Mare,28,No,,,,,,,,,
2025-04-22 16:12:54,2025-04-22 16:12:59,IP Address,146.50.203.42,100,4,True,2025-04-22 16:12:59,R_3ewxPQ7fUa0izz2,,,,,52.3759,4.8975,anonymous,EN,Luke,35,No,,,,,,,,,
2025-04-22 16:12:27,2025-04-22 16:13:08,IP Address,146.50.205.31,100,41,True,2025-04-22 16:13:08,R_3AZ0pqkNgv8qpnD,,,,,52.3766,4.835,anonymous,EN,Francesco,26,No,,,,,,,,,
2025-04-22 16:13:10,2025-04-22 16:13:43,IP Address,146.50.205.31,100,33,True,2025-04-22 16:13:43,R_5q0lgiVXGKbGDKN,,,,,52.3766,4.835,anonymous,EN,Francesco,27,No,,,,,,,,,
2025-04-22 16:13:27,2025-04-22 16:14:08,IP Address,146.50.203.42,100,40,True,2025-04-22 16:14:08,R_1Re06TxKfiVAOSd,,,,,52.3759,4.8975,anonymous,EN,Luke,36,No,,,,,,,,,
2025-04-22 16:14:08,2025-04-22 16:14:13,IP Address,145.109.58.140,100,5,True,2025-04-22 16:14:13,R_7oOPPPUAaKark2Z,,,,,52.352,4.9392,anonymous,EN,Mare,29,No,,,,,,,,,
2025-04-22 16:14:23,2025-04-22 16:14:28,IP Address,145.109.58.140,100,5,True,2025-04-22 16:14:29,R_31dqNnoCoF7zoL0,,,,,52.352,4.9392,anonymous,EN,Mare,30,No,,,,,,,,,
2025-04-22 16:14:35,2025-04-22 16:14:40,IP Address,145.109.58.140,100,4,True,2025-04-22 16:14:40,R_5lRBDxKRWNxjetO,,,,,52.352,4.9392,anonymous,EN,Mare,31,No,,,,,,,,,
2025-04-22 16:13:44,2025-04-22 16:14:58,IP Address,146.50.205.31,100,74,True,2025-04-22 16:14:58,R_5V3B3cHtuzVg3jE,,,,,52.3766,4.835,anonymous,EN,Francesco,28,No,,,,,,,,,
2025-04-22 16:15:45,2025-04-22 16:15:51,IP Address,145.109.58.140,100,5,True,2025-04-22 16:15:51,R_7EEd9LEG36CcnUu,,,,,52.352,4.9392,anonymous,EN,Mare,44,No,,,,,,,,,
2025-04-22 16:15:52,2025-04-22 16:16:00,IP Address,146.50.203.42,100,8,True,2025-04-22 16:16:01,R_7MaYvaqmpYX8Cbv,,,,,52.3759,4.8975,anonymous,EN,Luke,37,No,,,,,,,,,
2025-04-22 16:16:11,2025-04-22 16:16:15,IP Address,145.109.58.140,100,4,True,2025-04-22 16:16:16,R_5dMq82sFBUgsSv2,,,,,52.352,4.9392,anonymous,EN,Mare,38,No,,,,,,,,,
2025-04-22 16:16:09,2025-04-22 16:16:16,IP Address,146.50.203.42,100,6,True,2025-04-22 16:16:17,R_1Ym4FHqZTEomrPY,,,,,52.3759,4.8975,anonymous,EN,Luke,38,No,,,,,,,,,
2025-04-22 16:14:59,2025-04-22 16:16:31,IP Address,146.50.205.31,100,91,True,2025-04-22 16:16:31,R_7OT4k4xEbaWh86w,,,,,52.3766,4.835,anonymous,EN,Francesco,29,No,,,,,,,,,
2025-04-22 16:16:30,2025-04-22 16:16:34,IP Address,145.109.58.140,100,4,True,2025-04-22 16:16:34,R_1R2phcjQfQHE0nz,,,,,52.352,4.9392,anonymous,EN,Mare,39,No,,,,,,,,,
2025-04-22 16:16:42,2025-04-22 16:16:47,IP Address,145.109.58.140,100,4,True,2025-04-22 16:16:47,R_1fe1oKHB1q7zSDG,,,,,52.352,4.9392,anonymous,EN,Mare,33,No,,,,,,,,,
2025-04-22 16:16:33,2025-04-22 16:17:00,IP Address,146.50.205.31,100,27,True,2025-04-22 16:17:00,R_17jkAXPCGd30dyL,,,,,52.3766,4.835,anonymous,EN,Francesco,30,No,,,,,,,,,
2025-04-22 16:17:04,2025-04-22 16:17:09,IP Address,145.109.58.140,100,5,True,2025-04-22 16:17:09,R_1DPad64tWIYlkdd,,,,,52.352,4.9392,anonymous,EN,Mare,49,No,,,,,,,,,
2025-04-22 16:17:38,2025-04-22 16:17:43,IP Address,145.109.58.140,100,4,True,2025-04-22 16:17:43,R_3XhsZTxgL1Kpb6l,,,,,52.352,4.9392,anonymous,EN,Mare,34,No,,,,,,,,,
