StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Coder ID,Post ID,Attribution Presence,Number Attributions,Attribution1,Attribution2,Attribution3,Attribution4,Attribution5,Attribution6,Attribution7,AttributionOther
2025-04-20 09:14:53,2025-04-20 09:16:46,IP Address,217.117.235.2,100,113,True,2025-04-20 09:16:46,R_8lrJc4YVH1XD0Ub,,,,,52.3385,4.9168,anonymous,EN,Francesco,67,No,,,,,,,,,
2025-04-20 09:16:48,2025-04-20 09:23:56,IP Address,217.117.235.2,100,428,True,2025-04-20 09:23:56,R_8ksA8bPqDUZ27AZ,,,,,52.3385,4.9168,anonymous,EN,Francesco,68,No,,,,,,,,,
2025-04-20 09:23:58,2025-04-20 09:25:50,IP Address,217.117.235.2,100,112,True,2025-04-20 09:25:50,R_8oAdDdrvDMeoZJz,,,,,52.3385,4.9168,anonymous,EN,Francesco,69,No,,,,,,,,,
2025-04-20 09:25:51,2025-04-20 09:26:10,IP Address,217.117.235.2,100,18,True,2025-04-20 09:26:10,R_8FMdP037Rbgdd1D,,,,,52.3385,4.9168,anonymous,EN,Francesco,70,No,,,,,,,,,
2025-04-20 09:26:11,2025-04-20 09:29:14,IP Address,217.117.235.2,100,183,True,2025-04-20 09:29:15,R_2TQwhh6g60b24GR,,,,,52.3385,4.9168,anonymous,EN,Francesco,71,No,,,,,,,,,
2025-04-20 09:29:16,2025-04-20 09:31:56,IP Address,217.117.235.2,100,159,True,2025-04-20 09:31:56,R_8fHSrfIx6MB185q,,,,,52.3385,4.9168,anonymous,EN,Francesco,72,No,,,,,,,,,
2025-04-20 09:31:58,2025-04-20 09:37:25,IP Address,217.117.235.2,100,327,True,2025-04-20 09:37:25,R_8KFbttVwqVyA9gJ,,,,,52.3385,4.9168,anonymous,EN,Francesco,73,No,,,,,,,,,
2025-04-20 09:37:26,2025-04-20 09:39:44,IP Address,217.117.235.2,100,138,True,2025-04-20 09:39:45,R_8ZVOhPz4znFTDHP,,,,,52.3385,4.9168,anonymous,EN,Francesco,74,No,,,,,,,,,
2025-04-20 09:39:45,2025-04-20 09:48:32,IP Address,217.117.235.2,100,526,True,2025-04-20 09:48:32,R_8giX7AwxKnsDiaR,,,,,52.3385,4.9168,anonymous,EN,Francesco,75,No,,,,,,,,,
2025-04-20 09:48:34,2025-04-20 09:49:02,IP Address,217.117.235.2,100,28,True,2025-04-20 09:49:03,R_2pPWbWoVHYQv9Np,,,,,52.3385,4.9168,anonymous,EN,Francesco,76,No,,,,,,,,,
2025-04-20 09:49:03,2025-04-20 09:57:11,IP Address,217.117.235.2,100,487,True,2025-04-20 09:57:12,R_2OSbBOsW2tmR13X,,,,,52.3385,4.9168,anonymous,EN,Francesco,77,Yes,3,"the Democrats make up a phony crime, Collusion with the Russians, pay a fortune to make the crime sound real...",the Democrats... illegally leak (Comey) classified information so that a Special Councel will be appointed,the Democrats... then Collude to make this pile of garbage take on life in Fake News!,,,,,
2025-04-20 09:57:13,2025-04-20 09:59:02,IP Address,217.117.235.2,100,109,True,2025-04-20 09:59:03,R_85uuIU2qFCMQtq7,,,,,52.3385,4.9168,anonymous,EN,Francesco,78,No,,,,,,,,,
2025-04-20 09:59:04,2025-04-20 09:59:39,IP Address,217.117.235.2,100,34,True,2025-04-20 09:59:39,R_8pWAIF04YvIB7Ed,,,,,52.3385,4.9168,anonymous,EN,Francesco,79,No,,,,,,,,,
2025-04-20 09:59:41,2025-04-20 10:19:32,IP Address,217.117.235.2,100,1191,True,2025-04-20 10:19:33,R_81b7D2YHlzlEi0N,,,,,52.3385,4.9168,anonymous,EN,Francesco,80,No,,,,,,,,,
2025-04-20 10:19:34,2025-04-20 10:21:07,IP Address,217.117.235.2,100,92,True,2025-04-20 10:21:07,R_2Vk0gmdAGkzbvlR,,,,,52.3385,4.9168,anonymous,EN,Francesco,81,No,,,,,,,,,
2025-04-20 10:21:08,2025-04-20 10:22:33,IP Address,217.117.235.2,100,84,True,2025-04-20 10:22:33,R_8AXsH69xC3oIxW4,,,,,52.3385,4.9168,anonymous,EN,Francesco,82,No,,,,,,,,,
2025-04-20 10:22:34,2025-04-20 10:23:55,IP Address,217.117.235.2,100,81,True,2025-04-20 10:23:56,R_8RWZC49TnSQyTmq,,,,,52.3385,4.9168,anonymous,EN,Francesco,83,No,,,,,,,,,
2025-04-20 10:23:57,2025-04-20 10:25:03,IP Address,217.117.235.2,100,65,True,2025-04-20 10:25:03,R_2PLUxE8NpdvKYQR,,,,,52.3385,4.9168,anonymous,EN,Francesco,84,No,,,,,,,,,
2025-04-20 10:25:04,2025-04-20 10:27:12,IP Address,217.117.235.2,100,127,True,2025-04-20 10:27:12,R_2LGW5pe9PrDQ17H,,,,,52.3385,4.9168,anonymous,EN,Francesco,85,Yes,1,We want to further strengthen this trade relationship to the benefit of all American and European citizens,,,,,,,
2025-04-20 10:27:13,2025-04-20 10:30:14,IP Address,217.117.235.2,100,180,True,2025-04-20 10:30:15,R_834l223I5iVrP0z,,,,,52.3385,4.9168,anonymous,EN,Francesco,86,No,,,,,,,,,
2025-04-20 10:30:16,2025-04-20 10:30:52,IP Address,217.117.235.2,100,35,True,2025-04-20 10:30:52,R_8aeQp12VLYFdgCR,,,,,52.3385,4.9168,anonymous,EN,Francesco,87,No,,,,,,,,,
2025-04-20 10:30:53,2025-04-20 10:33:12,IP Address,217.117.235.2,100,138,True,2025-04-20 10:33:12,R_8wUjda0i6ZtVtdf,,,,,52.3385,4.9168,anonymous,EN,Francesco,88,No,,,,,,,,,
2025-04-20 10:33:13,2025-04-20 10:34:02,IP Address,217.117.235.2,100,49,True,2025-04-20 10:34:03,R_2KSKfYy0xQGrl2V,,,,,52.3385,4.9168,anonymous,EN,Francesco,89,No,,,,,,,,,
2025-04-20 10:34:04,2025-04-20 10:39:23,IP Address,217.117.235.2,100,319,True,2025-04-20 10:39:24,R_2dHUGj4lOcHtj8d,,,,,52.3385,4.9168,anonymous,EN,Francesco,90,No,,,,,,,,,
2025-04-20 10:39:25,2025-04-20 10:41:21,IP Address,217.117.235.2,100,115,True,2025-04-20 10:41:21,R_8997RwdE2uM6djP,,,,,52.3385,4.9168,anonymous,EN,Francesco,91,No,,,,,,,,,
2025-04-20 10:41:24,2025-04-20 10:43:45,IP Address,217.117.235.2,100,141,True,2025-04-20 10:43:46,R_2F3AFMiL5rCCE5w,,,,,52.3385,4.9168,anonymous,EN,Francesco,92,No,,,,,,,,,
2025-04-20 10:43:47,2025-04-20 10:50:14,IP Address,217.117.235.2,100,387,True,2025-04-20 10:50:15,R_8D2yDc2Wadrg0y8,,,,,52.3385,4.9168,anonymous,EN,Francesco,93,No,,,,,,,,,
2025-04-20 10:50:16,2025-04-20 11:09:37,IP Address,217.117.235.2,100,1160,True,2025-04-20 11:09:37,R_8rQ3PqetMGsLjUJ,,,,,52.3385,4.9168,anonymous,EN,Francesco,94,No,,,,,,,,,
2025-04-20 11:09:38,2025-04-20 11:12:50,IP Address,217.117.235.2,100,191,True,2025-04-20 11:12:50,R_2OjyCVrcCHHwKjq,,,,,52.3385,4.9168,anonymous,EN,Francesco,95,No,,,,,,,,,
2025-04-20 11:12:51,2025-04-20 11:14:05,IP Address,217.117.235.2,100,73,True,2025-04-20 11:14:05,R_8LAQXBUaigOmCcT,,,,,52.3385,4.9168,anonymous,EN,Francesco,96,No,,,,,,,,,
2025-04-20 11:14:12,2025-04-20 11:14:50,IP Address,217.117.235.2,100,37,True,2025-04-20 11:14:50,R_8qUQ9lJM0TIgvHD,,,,,52.3385,4.9168,anonymous,EN,Francesco,97,No,,,,,,,,,
2025-04-20 11:14:51,2025-04-20 11:15:12,IP Address,217.117.235.2,100,20,True,2025-04-20 11:15:12,R_8P6nmzHVWJ7OWj6,,,,,52.3385,4.9168,anonymous,EN,Francesco,98,No,,,,,,,,,
2025-04-20 11:15:55,2025-04-20 11:16:40,IP Address,217.117.235.2,100,44,True,2025-04-20 11:16:41,R_2rNjvnfPPNsP1P9,,,,,52.3385,4.9168,anonymous,EN,Francesco,99,No,,,,,,,,,
2025-04-20 11:16:41,2025-04-20 11:17:40,IP Address,217.117.235.2,100,58,True,2025-04-20 11:17:41,R_88FGUpzmDoAhaP0,,,,,52.3385,4.9168,anonymous,EN,Francesco,100,No,,,,,,,,,
2025-04-20 12:56:17,2025-04-20 12:58:35,IP Address,217.117.235.2,100,138,True,2025-04-20 12:58:35,R_8Y4OKE8WejW1tPb,,,,,52.3385,4.9168,anonymous,EN,Francesco,101,No,,,,,,,,,
2025-04-20 12:58:37,2025-04-20 12:59:01,IP Address,217.117.235.2,100,24,True,2025-04-20 12:59:02,R_8HAqs3u5qs7JJiU,,,,,52.3385,4.9168,anonymous,EN,Francesco,102,No,,,,,,,,,
2025-04-20 12:59:03,2025-04-20 12:59:56,IP Address,217.117.235.2,100,52,True,2025-04-20 12:59:56,R_2qUJfHxTmgwzaTs,,,,,52.3385,4.9168,anonymous,EN,Francesco,103,No,,,,,,,,,
2025-04-20 12:59:58,2025-04-20 13:01:07,IP Address,217.117.235.2,100,69,True,2025-04-20 13:01:08,R_8e9cP66LrFs5zRW,,,,,52.3385,4.9168,anonymous,EN,Francesco,104,No,,,,,,,,,
2025-04-20 13:01:08,2025-04-20 13:02:05,IP Address,217.117.235.2,100,56,True,2025-04-20 13:02:05,R_8JQKJzLFXKgVN4a,,,,,52.3385,4.9168,anonymous,EN,Francesco,105,No,,,,,,,,,
2025-04-20 13:02:07,2025-04-20 13:02:28,IP Address,217.117.235.2,100,21,True,2025-04-20 13:02:28,R_2xJlo2eBZfH5ibr,,,,,52.3385,4.9168,anonymous,EN,Francesco,106,No,,,,,,,,,
2025-04-20 13:02:30,2025-04-20 13:04:09,IP Address,217.117.235.2,100,99,True,2025-04-20 13:04:10,R_832hJegdJQ74CH4,,,,,52.3385,4.9168,anonymous,EN,Francesco,107,No,,,,,,,,,
2025-04-20 13:04:11,2025-04-20 13:04:44,IP Address,217.117.235.2,100,33,True,2025-04-20 13:04:44,R_27cYaMKrXJ2CZYn,,,,,52.3385,4.9168,anonymous,EN,Francesco,108,No,,,,,,,,,
2025-04-20 13:04:45,2025-04-20 13:05:45,IP Address,217.117.235.2,100,60,True,2025-04-20 13:05:46,R_8gGEwpkxMfik5AL,,,,,52.3385,4.9168,anonymous,EN,Francesco,109,No,,,,,,,,,
2025-04-20 13:05:46,2025-04-20 13:10:23,IP Address,217.117.235.2,100,276,True,2025-04-20 13:10:23,R_2fdQ0MSSPpAxeuZ,,,,,52.3385,4.9168,anonymous,EN,Francesco,110,Yes,1,"if countries are still unwilling to negotiate, they will pay us vast sums of money in the form of Tariffs",,,,,,,
2025-04-20 13:10:25,2025-04-20 13:11:16,IP Address,217.117.235.2,100,51,True,2025-04-20 13:11:17,R_80P1yioQIea7SfO,,,,,52.3385,4.9168,anonymous,EN,Francesco,111,No,,,,,,,,,
2025-04-20 13:11:18,2025-04-20 13:12:05,IP Address,217.117.235.2,100,47,True,2025-04-20 13:12:05,R_2Tv49akSakNZnrl,,,,,52.3385,4.9168,anonymous,EN,Francesco,112,No,,,,,,,,,
2025-04-20 13:12:06,2025-04-20 13:16:36,IP Address,217.117.235.2,100,269,True,2025-04-20 13:16:36,R_2wnfDoPGJzoFddv,,,,,52.3385,4.9168,anonymous,EN,Francesco,113,Yes,1,"Many Democrats are deeply concerned about the fact that their “leadership” wants to denounce and abandon the great men and women of ICE, thereby declaring war on Law and Order",,,,,,,
2025-04-20 13:16:39,2025-04-20 13:18:01,IP Address,217.117.235.2,100,82,True,2025-04-20 13:18:01,R_8QhZyzSTObiLZvY,,,,,52.3385,4.9168,anonymous,EN,Francesco,114,No,,,,,,,,,
2025-04-20 13:18:03,2025-04-20 13:18:28,IP Address,217.117.235.2,100,24,True,2025-04-20 13:18:29,R_8GE23F0LFn4iauD,,,,,52.3385,4.9168,anonymous,EN,Francesco,115,No,,,,,,,,,
2025-04-20 13:18:30,2025-04-20 13:19:16,IP Address,217.117.235.2,100,45,True,2025-04-20 13:19:16,R_8CNC5YgzBV7aaKf,,,,,52.3385,4.9168,anonymous,EN,Francesco,116,No,,,,,,,,,
2025-04-20 13:19:18,2025-04-20 13:20:00,IP Address,217.117.235.2,100,42,True,2025-04-20 13:20:00,R_2zMG2mENLsTCo39,,,,,52.3385,4.9168,anonymous,EN,Francesco,117,No,,,,,,,,,
2025-04-20 13:20:02,2025-04-20 13:20:22,IP Address,217.117.235.2,100,20,True,2025-04-20 13:20:23,R_2eDAGt3fGeOOlCV,,,,,52.3385,4.9168,anonymous,EN,Francesco,118,No,,,,,,,,,
2025-04-20 13:20:24,2025-04-20 13:21:46,IP Address,217.117.235.2,100,82,True,2025-04-20 13:21:47,R_2BwXXdoTGJYzQYN,,,,,52.3385,4.9168,anonymous,EN,Francesco,119,No,,,,,,,,,
2025-04-20 13:21:49,2025-04-20 13:23:13,IP Address,217.117.235.2,100,84,True,2025-04-20 13:23:13,R_8VyiYhCm3BEwvCS,,,,,52.3385,4.9168,anonymous,EN,Francesco,120,No,,,,,,,,,
2025-04-20 13:23:14,2025-04-20 13:23:33,IP Address,217.117.235.2,100,18,True,2025-04-20 13:23:33,R_8M3Y0loJbPUX7EO,,,,,52.3385,4.9168,anonymous,EN,Francesco,121,No,,,,,,,,,
2025-04-20 13:23:36,2025-04-20 13:26:59,IP Address,217.117.235.2,100,203,True,2025-04-20 13:27:00,R_80czwh7NixpSMXv,,,,,52.3385,4.9168,anonymous,EN,Francesco,122,No,,,,,,,,,
2025-04-20 13:27:01,2025-04-20 13:27:20,IP Address,217.117.235.2,100,19,True,2025-04-20 13:27:21,R_8QbBQP4MtV0j681,,,,,52.3385,4.9168,anonymous,EN,Francesco,123,No,,,,,,,,,
2025-04-20 13:27:21,2025-04-20 13:31:01,IP Address,217.117.235.2,100,219,True,2025-04-20 13:31:01,R_8kAlZjLortZX1u5,,,,,52.3385,4.9168,anonymous,EN,Francesco,124,No,,,,,,,,,
2025-04-20 13:31:02,2025-04-20 13:34:08,IP Address,217.117.235.2,100,186,True,2025-04-20 13:34:09,R_2aISoshaRtiepbP,,,,,52.3385,4.9168,anonymous,EN,Francesco,125,No,,,,,,,,,
2025-04-20 13:34:10,2025-04-20 13:35:25,IP Address,217.117.235.2,100,75,True,2025-04-20 13:35:26,R_8LT22Kq8lWWUJ45,,,,,52.3385,4.9168,anonymous,EN,Francesco,126,No,,,,,,,,,
2025-04-20 13:35:27,2025-04-20 13:37:21,IP Address,217.117.235.2,100,113,True,2025-04-20 13:37:21,R_2yde8LWcbMHL5Zv,,,,,52.3385,4.9168,anonymous,EN,Francesco,127,Yes,1,Separating families at the Border is the fault of bad legislation passed by the Democrats,,,,,,,
2025-04-20 13:37:23,2025-04-20 13:40:00,IP Address,217.117.235.2,100,157,True,2025-04-20 13:40:00,R_2pLXPXBu6lrCOqt,,,,,52.3385,4.9168,anonymous,EN,Francesco,128,No,,,,,,,,,
2025-04-20 13:40:01,2025-04-20 13:40:18,IP Address,217.117.235.2,100,16,True,2025-04-20 13:40:18,R_2k7nQdTMmviNHrV,,,,,52.3385,4.9168,anonymous,EN,Francesco,129,No,,,,,,,,,
2025-04-20 13:40:19,2025-04-20 13:40:48,IP Address,217.117.235.2,100,28,True,2025-04-20 13:40:48,R_8oEWcTVpvLCs6Sn,,,,,52.3385,4.9168,anonymous,EN,Francesco,130,No,,,,,,,,,
2025-04-20 13:40:49,2025-04-20 13:41:37,IP Address,217.117.235.2,100,48,True,2025-04-20 13:41:38,R_8U7Bf5qQDFO1vP3,,,,,52.3385,4.9168,anonymous,EN,Francesco,131,No,,,,,,,,,
2025-04-20 13:41:39,2025-04-20 13:41:59,IP Address,217.117.235.2,100,20,True,2025-04-20 13:41:59,R_8stqklmfYxfqeIN,,,,,52.3385,4.9168,anonymous,EN,Francesco,132,No,,,,,,,,,
2025-04-20 13:42:38,2025-04-20 13:43:37,IP Address,217.105.28.30,100,59,True,2025-04-20 13:43:38,R_8RVUtzLAIwJv7MQ,,,,,52.3975,4.9278,anonymous,EN,Luke,51,No,,,,,,,,,
2025-04-20 13:43:39,2025-04-20 13:43:52,IP Address,217.105.28.30,100,13,True,2025-04-20 13:43:53,R_8QlyyVMfu8WLjl7,,,,,52.3975,4.9278,anonymous,EN,Luke,52,No,,,,,,,,,
2025-04-20 13:43:55,2025-04-20 13:44:46,IP Address,217.105.28.30,100,51,True,2025-04-20 13:44:47,R_8CiTOsi5tecg1Ul,,,,,52.3975,4.9278,anonymous,EN,Luke,53,No,,,,,,,,,
2025-04-20 13:44:48,2025-04-20 13:45:11,IP Address,217.105.28.30,100,23,True,2025-04-20 13:45:11,R_8pon08z6dSGCr4Z,,,,,52.3975,4.9278,anonymous,EN,Luke,54,No,,,,,,,,,
2025-04-20 13:42:00,2025-04-20 13:45:58,IP Address,217.117.235.2,100,237,True,2025-04-20 13:45:58,R_2gi1w5Oq5T1dOLX,,,,,52.3385,4.9168,anonymous,EN,Francesco,133,No,,,,,,,,,
2025-04-20 13:45:14,2025-04-20 13:46:11,IP Address,217.105.28.30,100,57,True,2025-04-20 13:46:12,R_2jZEUb0KhSYPHDH,,,,,52.3975,4.9278,anonymous,EN,Luke,55,No,,,,,,,,,
2025-04-20 13:46:16,2025-04-20 13:46:28,IP Address,217.105.28.30,100,12,True,2025-04-20 13:46:28,R_86gxgPQWqxjxTY5,,,,,52.3975,4.9278,anonymous,EN,Luke,56,No,,,,,,,,,
2025-04-20 13:46:29,2025-04-20 13:46:56,IP Address,217.105.28.30,100,26,True,2025-04-20 13:46:56,R_2ivkLN5Q9FsBiaB,,,,,52.3975,4.9278,anonymous,EN,Luke,57,No,,,,,,,,,
2025-04-20 13:45:59,2025-04-20 13:47:09,IP Address,217.117.235.2,100,69,True,2025-04-20 13:47:09,R_2txQhmbN2d25Y2B,,,,,52.3385,4.9168,anonymous,EN,Francesco,134,No,,,,,,,,,
2025-04-20 13:47:10,2025-04-20 13:47:31,IP Address,217.117.235.2,100,21,True,2025-04-20 13:47:31,R_2pMAKsNHlSvW7m1,,,,,52.3385,4.9168,anonymous,EN,Francesco,135,No,,,,,,,,,
2025-04-20 13:46:58,2025-04-20 13:48:20,IP Address,217.105.28.30,100,82,True,2025-04-20 13:48:20,R_8iJuGIGuxX987lL,,,,,52.3975,4.9278,anonymous,EN,Luke,58,No,,,,,,,,,
2025-04-20 13:48:21,2025-04-20 13:48:34,IP Address,217.105.28.30,100,12,True,2025-04-20 13:48:34,R_8mSCYkNu7sUO6OJ,,,,,52.3975,4.9278,anonymous,EN,Luke,59,No,,,,,,,,,
2025-04-20 13:47:33,2025-04-20 13:48:39,IP Address,217.117.235.2,100,65,True,2025-04-20 13:48:39,R_2altJfR4DC1cnKs,,,,,52.3385,4.9168,anonymous,EN,Francesco,136,No,,,,,,,,,
2025-04-20 13:48:35,2025-04-20 13:49:05,IP Address,217.105.28.30,100,29,True,2025-04-20 13:49:06,R_8gT77lvlCBN2J9a,,,,,52.3975,4.9278,anonymous,EN,Luke,60,No,,,,,,,,,
2025-04-20 13:49:13,2025-04-20 13:49:26,IP Address,217.105.28.30,100,13,True,2025-04-20 13:49:27,R_81u3JsGslgotbSI,,,,,52.3975,4.9278,anonymous,EN,Luke,61,No,,,,,,,,,
2025-04-20 13:49:28,2025-04-20 13:49:43,IP Address,217.105.28.30,100,14,True,2025-04-20 13:49:43,R_8rwY3qgpwYm6d8G,,,,,52.3975,4.9278,anonymous,EN,Luke,62,No,,,,,,,,,
2025-04-20 13:49:45,2025-04-20 13:50:07,IP Address,217.105.28.30,100,21,True,2025-04-20 13:50:08,R_2iMtLJ94SGbUMnf,,,,,52.3975,4.9278,anonymous,EN,Luke,63,No,,,,,,,,,
2025-04-20 13:50:12,2025-04-20 13:50:18,IP Address,217.105.28.30,100,5,True,2025-04-20 13:50:18,R_2EoXPeiRlloewWt,,,,,52.3975,4.9278,anonymous,EN,Luke,64,No,,,,,,,,,
2025-04-20 13:51:14,2025-04-20 13:52:28,IP Address,217.105.28.30,100,74,True,2025-04-20 13:52:29,R_8IdbYVVcCf9nc0w,,,,,52.3975,4.9278,anonymous,EN,Luke,65,Yes,1," the FBI was determined to use it (the Fake Dossier) anyway to damage Trump and to perpetrate a fraud on the court to spy on the Trump campaign.",,,,,,,
2025-04-20 13:52:38,2025-04-20 13:53:07,IP Address,217.105.28.30,100,29,True,2025-04-20 13:53:08,R_2pWZojwDZEGcgnM,,,,,52.3975,4.9278,anonymous,EN,Luke,66,No,,,,,,,,,
2025-04-20 13:53:15,2025-04-20 13:53:26,IP Address,217.105.28.30,100,11,True,2025-04-20 13:53:27,R_2HT7OokGh7yv9bU,,,,,52.3975,4.9278,anonymous,EN,Luke,67,No,,,,,,,,,
2025-04-20 13:54:01,2025-04-20 13:54:18,IP Address,217.105.28.30,100,16,True,2025-04-20 13:54:18,R_8xKQyZLyBsoEXzV,,,,,52.3975,4.9278,anonymous,EN,Luke,68,No,,,,,,,,,
2025-04-20 13:54:21,2025-04-20 13:55:34,IP Address,217.105.28.30,100,72,True,2025-04-20 13:55:34,R_2o5STFiI0pJOYRR,,,,,52.3975,4.9278,anonymous,EN,Luke,69,No,,,,,,,,,
2025-04-20 13:55:36,2025-04-20 13:55:49,IP Address,217.105.28.30,100,13,True,2025-04-20 13:55:49,R_8775wKXMGO6IgbX,,,,,52.3975,4.9278,anonymous,EN,Luke,70,No,,,,,,,,,
2025-04-20 13:56:09,2025-04-20 13:56:19,IP Address,217.105.28.30,100,9,True,2025-04-20 13:56:19,R_8Bx7EqAqSLXFTkR,,,,,52.3975,4.9278,anonymous,EN,Luke,71,No,,,,,,,,,
