Tweet,Date,Link,Images
MAKE AMERICA GREAT AGAIN!,2024-12-31,https://x.com/realDonaldTrump/status/1874179147855257723,https://pbs.twimg.com/amplify_video_thumb/1874179085611515904/img/AQnc9PGxnNwTKfbZ.jpg
"We just won a Historic Landslide and Mandate from the American People, but Senate Democrats are organizing to improperly stall and delay the confirmation process of many of our Great Nominees. They will try all sorts of tricks starting very soon. Republicans must not allow them",2024-12-31,https://x.com/realDonaldTrump/status/1874101153891295635,No Images
,2024-12-25,https://x.com/realDonaldTrump/status/1872051253846614426,https://pbs.twimg.com/tweet_video_thumb/GfrcsPlWMAAmkVv.jpg
"A beautiful morning in Phoenix, Arizona at 
@TPUSA
 #AMFEST2024. THANK YOU!",2024-12-22,https://x.com/realDonaldTrump/status/1870914841101340759,https://pbs.twimg.com/amplify_video_thumb/1870908779321081857/img/gzGhwK-dsnGyyrSF.jpg
"Christmas is coming! The hottest gift is my new book, “SAVE AMERICA.” No other book captures our Movement, our Campaign, and our FUTURE. Get your copy today! http://45Books.com",2024-12-15,https://x.com/realDonaldTrump/status/1868085790485758308,https://pbs.twimg.com/media/GezGHY4acAAKCqG?format=jpg&name=medium
,2024-12-25,https://x.com/realDonaldTrump/status/1872051253846614426,No Images
,2024-12-14,https://x.com/realDonaldTrump/status/1868000735360905364,https://pbs.twimg.com/media/Gex4wMCbYAAZDPq?format=jpg&name=medium
Will be going to the Army/Navy Game tomorrow to root on these fantastic young men. Should be a great game. See you there! DJT,2024-12-14,https://x.com/realDonaldTrump/status/1867819780809666804,No Images
"The Republican Party will use its best efforts to eliminate Daylight Saving Time, which has a small but strong constituency, but shouldn’t! Daylight Saving Time is inconvenient, and very costly to our Nation.",2024-12-13,https://x.com/realDonaldTrump/status/1867686000711155989,No Images
The resignation of Christopher Wray is a great day for America as it will end the Weaponization of what has become known as the United States Department of Injustice. I just don’t know what happened to him. We will now restore the Rule of Law for all Americans. Under the,2024-12-12,https://x.com/realDonaldTrump/status/1867002787545965017,No Images
"Opposition fighters in Syria, in an unprecedented move, have totally taken over numerous cities, in a highly coordinated offensive, and are now on the outskirts of Damascus, obviously preparing to make a very big move toward taking out Assad. Russia, because they are so tied up",2024-12-07,https://x.com/realDonaldTrump/status/1865434273953509462,No Images
"A GREAT HONOR, THANK YOU!",2024-12-06,https://x.com/realDonaldTrump/status/1864898649752272919,https://pbs.twimg.com/amplify_video_thumb/1864898556223524864/img/qCcQkG_Ey0XxIP5H.jpg
"I am delighted to nominate Jared Isaacman, an accomplished business leader, philanthropist, pilot, and astronaut, as Administrator of the National Aeronautics and Space Administration (NASA). Jared will drive NASA’s mission of discovery and inspiration, paving the way for",2024-12-04,https://x.com/realDonaldTrump/status/1864358177728516252,No Images
"The idea that the BRICS Countries are trying to move away from the Dollar while we stand by and watch is OVER. We require a commitment from these Countries that they will neither create a new BRICS Currency, nor back any other Currency to replace the mighty U.S. Dollar or, they",2024-11-30,https://x.com/realDonaldTrump/status/1863009545858998512,No Images
,2024-11-28,https://x.com/realDonaldTrump/status/1862281187600793830,https://pbs.twimg.com/amplify_video_thumb/1862281131728543744/img/a7rol_FR6d4sVsFF.jpg
"Happy Thanksgiving to all, including to the Radical Left Lunatics who have worked so hard to destroy our Country, but who have miserably failed, and will always fail, because their ideas and policies are so hopelessly bad that the great people of our Nation just gave a landslide",2024-11-28,https://x.com/realDonaldTrump/status/1862127644222832894,No Images
"A GREAT HONOR, THANK YOU!",2024-12-06,https://x.com/realDonaldTrump/status/1864898649752272919,No Images
"These cases, like all of the other cases I have been forced to go through, are empty and lawless, and should never have been brought. Over $100 Million Dollars of Taxpayer Dollars has been wasted in the Democrat Party’s fight against their Political Opponent, ME. Nothing like",2024-11-25,https://x.com/realDonaldTrump/status/1861148158128169007,No Images
"JUSTICE FOR LAKEN RILEY! The Illegal who killed our beloved Laken Riley was just found GUILTY on all counts for his horrific crimes. Although the pain and heartbreak will last forever, hopefully this can help bring some peace and closure to her wonderful family who fought for",2024-11-20,https://x.com/realDonaldTrump/status/1859305952945557883,No Images
The Democrats are trying to stack the Courts with Radical Left Judges on their way out the door. Republican Senators need to Show Up and Hold the Line — No more Judges confirmed before Inauguration Day!,2024-11-20,https://x.com/realDonaldTrump/status/1859295102000067005,No Images
".
@SpaceX
 Starship",2024-11-19,https://x.com/DanScavino/status/1858995829014753522,https://pbs.twimg.com/amplify_video_thumb/1858995502530129922/img/-8DM2jA14Yjr_aAb.jpg
Watch Starship's sixth flight test → http://spacex.com/launches/mission/?missionId=starship-flight-6…,2024-11-16,https://x.com/SpaceX/status/1857841326542434339,No Images
"I’m heading to the Great State of Texas to watch the launch of the largest object ever to be elevated, not only to Space, but simply by lifting off the ground. Good luck to 
@ElonMusk
 and the Great Patriots involved in this incredible project!",2024-11-19,https://x.com/realDonaldTrump/status/1858956663711256605,"https://pbs.twimg.com/media/GcwaT2tbcAQ_1Qt?format=jpg&name=900x900, https://pbs.twimg.com/media/GcwaT2ta4AAx-iz?format=jpg&name=900x900, https://pbs.twimg.com/media/GcwaT2tbQAAnD7b?format=jpg&name=small, https://pbs.twimg.com/media/GcwaT2vbsAA6iw7?format=jpg&name=small"
".
@SpaceX
 Starship",2024-11-19,https://x.com/DanScavino/status/1858995829014753522,No Images
THANK YOU TO THE GREAT DANA WHITE AND #UFC309!,2024-11-17,https://x.com/realDonaldTrump/status/1858209912691572779,https://pbs.twimg.com/amplify_video_thumb/1858209801672572928/img/aTAlrKC0QVcPsV3s.jpg
"President 
@realDonaldTrump
 entering The World’s Most Famous Arena, Madison Square Garden—in New York City with 
@danawhite
, 
@DonaldJTrumpJr
, 
@EricTrump
, 
@elonmusk
, 
@RobertKennedyJr
, 
@VivekGRamaswamy
, 
@TulsiGabbard
, 
@KidRock
, and 
@SpeakerJohnson
…

“THE MAN IN THE ARENA”
#POTUS4547",2024-11-17,https://x.com/DanScavino/status/1857984297677771101,https://pbs.twimg.com/amplify_video_thumb/1857983469772541952/img/uyY0lIWfbdbSb-Tz.jpg
“THEY SAID HE WAS DONE FOREVER”,2024-11-16,https://x.com/realDonaldTrump/status/1857755476378661190,https://pbs.twimg.com/amplify_video_thumb/1857755339191398400/img/5DM_mdooOzj2VR8l.jpg
"I am thrilled to announce Robert F. Kennedy Jr. as The United States Secretary of Health and Human Services (HHS). For too long, Americans have been crushed by the industrial food complex and drug companies who have engaged in deception, misinformation, and disinformation when it",2024-11-14,https://x.com/realDonaldTrump/status/1857170020427595797,No Images
,2024-11-14,https://x.com/realDonaldTrump/status/1856897697795457319,https://pbs.twimg.com/amplify_video_thumb/1856897463451324417/img/XNATfSVlfUZ3boRs.jpg
,2024-11-13,https://x.com/realDonaldTrump/status/1856810027937599512,https://pbs.twimg.com/media/GcS24KeXUAA6QeE?format=jpg&name=medium
“THEY SAID HE WAS DONE FOREVER”,2024-11-16,https://x.com/realDonaldTrump/status/1857755476378661190,No Images
,2024-11-13,https://x.com/realDonaldTrump/status/1856809713331310947,https://pbs.twimg.com/media/GcS2l9FW8AA_ZHn?format=jpg&name=medium
,2024-11-13,https://x.com/realDonaldTrump/status/1856809653939966031,https://pbs.twimg.com/media/GcS2ig-WoAARQ-P?format=jpg&name=medium
,2024-11-13,https://x.com/realDonaldTrump/status/1856809593432612949,https://pbs.twimg.com/media/GcS2e-ZXUAAGYyz?format=jpg&name=medium
Thank you — So beautiful!!!,2024-11-13,https://x.com/realDonaldTrump/status/1856687752143900689,https://pbs.twimg.com/media/GcRHqJ5bYAAxxrP?format=jpg&name=medium
,2024-11-13,https://x.com/realDonaldTrump/status/1856658569124262092,https://pbs.twimg.com/media/GcQtIO_XAAAzUUQ?format=jpg&name=large
,2024-11-13,https://x.com/realDonaldTrump/status/1856658486878228981,https://pbs.twimg.com/media/GcQtDdhW4AA3zvv?format=jpg&name=large
,2024-11-13,https://x.com/realDonaldTrump/status/1856658367055310981,https://pbs.twimg.com/media/GcQs8dBXMAAte4T?format=jpg&name=900x900
,2024-11-13,https://x.com/realDonaldTrump/status/1856657947524296816,https://pbs.twimg.com/media/GcQsj6PWQAAHou8?format=jpg&name=large
,2024-11-13,https://x.com/realDonaldTrump/status/1856657768410681625,https://pbs.twimg.com/media/GcQsZquXoAAFDU5?format=jpg&name=large
,2024-11-13,https://x.com/realDonaldTrump/status/1856657706255356191,https://pbs.twimg.com/media/GcQsVwtXAAAxLYU?format=jpg&name=medium
,2024-11-12,https://x.com/realDonaldTrump/status/1856466759546745256,https://pbs.twimg.com/amplify_video_thumb/1856466404578557952/img/lLtpPPpAUkO-bULQ.jpg
,2024-11-12,https://x.com/realDonaldTrump/status/1856461682572414992,https://pbs.twimg.com/media/GcN6DGoasAAQgNv?format=jpg&name=4096x4096
,2024-11-12,https://x.com/realDonaldTrump/status/1856461126546129078,https://pbs.twimg.com/media/GcN5jDJbMAATBzi?format=jpg&name=medium
HI REPUBLICANS! IF YOU’RE IN LINE—STAY IN LINE…,2024-11-06,https://x.com/realDonaldTrump/status/1853958758654726398,https://pbs.twimg.com/amplify_video_thumb/1853958659971104770/img/BGlGBJg7IsZE2RPq.jpg
"Montana - 1 More Hour!

Polls are open until 8:00 PM local.

If you are in line by the cutoff they must let you vote.

GO NOW and STAY IN LINE!

Find your voting location at the link below!",2024-11-06,https://x.com/realDonaldTrump/status/1853980946002821617,No Images
"Nevada - 1 More Hour!

Polls are open until 7:00 PM local. If you are in line by the cutoff they must let you vote.

GO NOW and STAY IN LINE!

Find your voting location at the link below!",2024-11-06,https://x.com/realDonaldTrump/status/1853980907041882307,No Images
"Pennsylvania - Cambria County polling hours have been EXTENDED to 10pm, and Laflin Borough polling hours have been EXTENDED to 9:30pm. STAY IN LINE AND VOTE!",2024-11-06,https://x.com/realDonaldTrump/status/1853977454685356105,No Images
GET OUT AND VOTE—STILL TIME LEFT! http://SwampTheVoteUSA.com,2024-11-06,https://x.com/realDonaldTrump/status/1853952446298812619,https://pbs.twimg.com/amplify_video_thumb/1853952394721189895/img/59yG4vqo6EJn_pmJ.jpg
"Wisconsin - 1 More Hour!

Polls are open until 8:00 PM local.

If you are in line by the cutoff they must let you vote.

GO NOW and STAY IN LINE!

Find your voting location at the link below!",2024-11-06,https://x.com/realDonaldTrump/status/1853966006407872709,No Images
"Arizona - 1 More Hour!

Polls are open until 7:00 PM local. If you are in line by the cutoff they must let you vote.

GO NOW and STAY IN LINE!

Find your voting location at the link below!",2024-11-06,https://x.com/realDonaldTrump/status/1853965831736098953,No Images
"Michigan - 1 More Hour!

Polls are open until 8:00 PM local.

If you are in line by the cutoff they must let you vote!

GO NOW and STAY IN LINE!

Find your voting location at the link below!",2024-11-06,https://x.com/realDonaldTrump/status/1853965539313582230,No Images
"New York - 1 More Hour!

Polls are open until 9:00 PM local.

If you are in line by the cutoff they must let you vote.

GO NOW and STAY IN LINE!

Find your voting location at the link below!",2024-11-06,https://x.com/realDonaldTrump/status/1853965479355838921,No Images
"Iowa - 1 More Hour!

Polls are open until 8:00 PM local.

If you are in line by the cutoff they must let you vote.

GO NOW and STAY IN LINE!

Find your voting location at the link below!",2024-11-06,https://x.com/realDonaldTrump/status/1853965449483964485,No Images
"If you want to see me in Washington, DC, VOTE FOR PRESIDENT TRUMP. ",2024-11-05,https://x.com/RobertKennedyJr/status/1853875592426643930,No Images
"Your vote will lead us to Greatness.

Your vote will unleash a new GOLDEN AGE!

Your vote will MAKE AMERICA GREAT AGAIN! GREATER THAN EVER BEFORE!

VOTE TRUMP!

#VotedForTrump #Election2024",2024-11-05,https://x.com/realDonaldTrump/status/1853865204855042187,https://pbs.twimg.com/amplify_video_thumb/1853865141646848000/img/sKeo-KOnQrHZJ7zr.jpg
,2024-11-05,https://x.com/realDonaldTrump/status/1853862784464794040,https://pbs.twimg.com/media/Gbo-YM0WcAAfKWl?format=jpg&name=medium
TODAY is our last chance to defeat the corrupt establishment. GET OUT AND VOTE!,2024-11-05,https://x.com/realDonaldTrump/status/1853861767731905021,https://pbs.twimg.com/amplify_video_thumb/1853861378064269312/img/b68vCpzBgO08cqYr.jpg
Republicans: We are doing GREAT! Stay on Line. Do not let them move you. STAY ON LINE AND VOTE!,2024-11-05,https://x.com/realDonaldTrump/status/1853860800047227317,No Images
"It is now officially ELECTION DAY! This will be the most important day in American History.

Voter enthusiasm is THROUGH THE ROOF because people want to Make America Great Again. That means lines are going to be long!

I need you to deliver your vote no matter how long it takes.",2024-11-05,https://x.com/realDonaldTrump/status/1853809363149852915,No Images
,2024-11-05,https://x.com/realDonaldTrump/status/1853766064082976848,https://pbs.twimg.com/amplify_video_thumb/1853765998416924673/img/dSviU8SSUJHIKdiY.jpg
"A GREAT DAY IN NORTH CAROLINA, PENNSYLVANIA, AND MICHIGAN—THANK YOU! 

IT’S TIME TO GET OUT AND VOTE—SO TOGETHER, WE CAN MAKE AMERICA GREAT AGAIN!!! http://SwampTheVote.com",2024-11-05,https://x.com/realDonaldTrump/status/1853698717691297804,No Images
"LIVE: President Trump in Grand Rapids, #Michigan 

Text TRUMP to 88022",2024-11-05,https://x.com/TeamTrump/status/1853666987328893045,No Images
"Thank you 
@MegynKelly
, a great honor!",2024-11-05,https://x.com/realDonaldTrump/status/1853658523994841381,https://pbs.twimg.com/ext_tw_video_thumb/1853619759159431168/pu/img/dXRXF240dx8_OlJM.jpg
"THE GREATEST MOVEMENT IN POLITICAL HISTORY.

VOTE, VOTE, VOTE!",2024-11-05,https://x.com/TrumpWarRoom/status/1853604263982711137,https://pbs.twimg.com/amplify_video_thumb/1853603407786856448/img/5j1sqzBQa3jof44r.jpg
President Trump thanks his children at his last Pennsylvania campaign rally. ,2024-11-05,https://x.com/TrumpWarRoom/status/1853613573886390320,https://pbs.twimg.com/ext_tw_video_thumb/1853613525282746368/pu/img/g7Z-fmPnChd-z5Ev.jpg
"Thank you for your endorsement, Joe Rogan—A great honor!",2024-11-05,https://x.com/realDonaldTrump/status/1853652137865056365,https://pbs.twimg.com/amplify_video_thumb/1853651487458725888/img/un5-GtvwVOAEbAb4.jpg
"Roberto Clemente, the Pride of Puerto Rico, was one of the greatest baseball players in history, and also a tremendous humanitarian. He gave his life helping others, dying in a plane crash while delivering relief supplies to earthquake victims on New Year’s Eve 1972. He remains a",2024-11-05,https://x.com/realDonaldTrump/status/1853650184724770855,https://pbs.twimg.com/media/Gbl8_nMaoAAY0CN?format=jpg&name=small
